asset_id,theme_id,relation_type,confidence,description
A_098,T_011,THEMED_AS,0.95,글로벌 데이터센터 액침 냉각 대표 솔루션 기업
A_099,T_011,THEMED_AS,0.92,데이터센터 냉각 인프라/전원 솔루션 대표
A_100,T_011,THEMED_AS,0.90,데이터센터 전력/냉각 인프라 핵심 플레이어
A_101,T_011,THEMED_AS,0.88,전력/열관리 기반 데이터센터 인프라 연관
A_102,T_011,THEMED_AS,0.87,데이터센터/서버 인프라 수요 확산 수혜
A_103,T_011,THEMED_AS,0.86,액침 냉각 소재/유체 밸류체인 연관
A_104,T_011,THEMED_AS,0.90,데이터센터 냉각/인프라 투자 확대 수혜
A_106,T_011,THEMED_AS,0.84,액침 냉각 플루이드 밸류체인 연관
A_107,T_011,THEMED_AS,0.83,액침 냉각 적용 단계(파일럿) 관련 장비/공정 연관
A_108,T_011,THEMED_AS,0.95,AI 서버 확산으로 냉각 수요를 구조적으로 견인
